oyster genome,poly(I:C) priming,Priming poly(I:C)/T0,,,,,,Challenge Poly(I:C)+OsHV-1/10DPP,,,,FSW control,Priming FSW/T0,,,,,,Challenge FSW+OsHV-1/10DPP,,,,annotation and putative function,,,Gene ontology
CGI_10028772,sustained,0,121.1374727,0.262876678,118.6040888,0.824530631,195.0867794,-0.380232828,142.3889243,0,185.8227459,sustained,0.287631787,129.0717138,0.749332049,176.7950364,1.047055807,236.0961793,-0.408702657,169.2517573,-0.663092024,138.6464598,heterochromatin 1-binding 3 isoform X1 [Monodelphis domestica],other,other,"C:nucleus; F:DNA binding; P:heterochromatin organization; P:regulation of transcription, DNA-templated; F:chromatin binding; C:nucleosome; P:nucleosome assembly"
CGI_10014040,sustained,0,209.5947441,0.648774018,303.3781262,0.25529483,255.817591,0,257.7665806,0,261.3395759,recall opposite,-0.423781149,152.5903564,-0.390539059,154.5902973,-0.463421713,160.0343422,0.636062526,241.1090879,1.24621633,358.6431257,E3 ubiquitin- ligase MIB2,virus,apoptosis,F:ubiquitin-protein transferase activity; F:zinc ion binding; F:ligase activity; P:protein ubiquitination
CGI_10020126,sustained,0.57825827,119.4859493,1.000274987,147.0993562,1.411746958,217.3878821,0,177.7803016,-0.316231954,173.0050888,challenge specific,0,85.30159832,0,88.37356497,0,98.26110274,0.270849534,113.7186715,0.778997092,158.6202,Terminal uridylyltransferase partial,V/B,other,F:RNA uridylyltransferase activity; F:zinc ion binding; P:histone mRNA catabolic process; P:RNA 3'-end processing; F:poly(A) RNA binding
CGI_10028337,sustained,0,999.5886654,0,853.1104935,-0.242821066,805.2956798,0,768.2630912,0,801.4073197,priming specific,0.177544519,1034.811365,0,1008.725818,0,994.1394093,0,854.78155,0,870.4249574,taurine transporter,other,other,P:neurotransmitter transport; F:neurotransmitter:sodium symporter activity; P:transmembrane transport; F:structural constituent of ribosome; C:integral component of membrane; C:ribosome; P:translation
CGI_10019930,sustained,0.858467397,171.9466051,1.314221692,214.7156755,1.510529611,268.3738748,0,350.5953179,0,289.2430952,challenge specific,0,107.1775439,0,113.5752446,0,113.2802703,0.927355569,214.1490824,1.675128677,348.4277364,integrin beta-1-binding 1-like,V/B,signaling,P:integrin-mediated signaling pathway; P:regulation of localization; P:positive regulation of cellular process; P:regulation of cell adhesion; P:negative regulation of cellular process; C:intracellular part; P:regulation of cellular component organization
CGI_10022078,sustained,0.833620235,75.50684688,1.515286264,109.5858173,1.352975646,107.5987535,0,107.9564398,0,91.77297539,sustained,0,42.33869569,0,47.12222633,0.498655173,61.10717493,0.715154958,98.08950839,1.152254927,128.6705764,heat shock 70 kDa 12B-like [Crassostrea gigas],V/B,other,F:nucleotide binding; F:ATP binding; C:membrane; C:integral component of membrane
CGI_10014578,sustained,-1.141413293,167.758282,-1.430831737,127.6613032,-2.112704971,89.55445362,1.536216623,283.8848651,1.220931429,237.7480227,sustained,-1.021031247,180.7392178,-1.375316793,139.3383098,-1.561561703,134.5357962,0.936713561,254.2429191,1.353047254,329.544923,F-box only 4,V/B,other,F:GTP binding; F:ubiquitin-protein transferase activity; F:protein binding; C:ubiquitin ligase complex; P:homeostatic process; P:positive regulation of protein ubiquitination; P:cellular protein metabolic process; P:cellular response to stimulus; P:single-organism cellular process; P:negative regulation of cellular process
CGI_10006932,sustained,0,61.72566629,0,40.97021749,-0.396993319,40.97138973,0,34.58212298,0,36.58145241,sustained,0.340723398,66.09973999,0,57.40735914,-0.654809287,34.9998973,0,32.75651328,0,36.10994777,probable methyltransferase TARBP1,virus,other,F:RNA methyltransferase activity; P:RNA methylation; F:RNA binding; P:RNA processing
CGI_10016264,sustained,0,137.0250054,0.548278813,166.3414113,0.680447146,202.0442816,0,241.2972066,0,224.1500557,recall opposite,-0.367936026,91.5605724,0,90.35578522,0,139.2477917,0.893892586,259.3013472,1.218095704,308.006764,heat shock 70 kDa 12A-like [Crassostrea gigas],V/B,other,C:membrane; C:integral component of membrane
CGI_10013525,sustained,0.284928036,380.5613711,0.560289936,424.8781014,0.439060048,433.4822701,0,460.6498307,0,447.3109925,sustained,0,292.5708532,0,306.5306691,0.20217098,380.0243832,0.409551233,486.057267,0.51338542,509.0462684,Heat shock 70 kDa 12B,V/B,other,F:nucleotide binding; F:ATP binding
CGI_10006875,sustained,0,1033.290553,0.467363552,1242.447522,1.246174525,2376.491946,0,2385.389502,0.458696818,3432.204368,sustained,0.568575466,1446.404945,0.379730966,1237.484256,1.230194074,2452.827966,0,2663.928414,0,2519.593421,myosin heavy non-muscle,other,other,C:myosin complex; F:ATP binding; P:metabolic process; P:protein transport; F:motor activity
CGI_10012014,sustained,0,63.37492583,0.439892088,74.11921672,0.246865936,71.82322735,0,64.92126009,0,76.84510682,challenge specific,0,59.84704171,0,56.74939011,0,69.85786466,0,81.01099913,0.476184443,91.39712668,cytochrome P450 family 4,V/B,other,"C:nucleus; F:histone acetyltransferase activity; F:zinc ion binding; F:transcription cofactor activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; P:regulation of transcription, DNA-templated; P:histone acetylation; P:oxidation-reduction process; F:monooxygenase activity; F:heme binding"
CGI_10002756,sustained,-1.138885998,65.21756715,-0.966969303,68.325432,-0.67358407,93.61494169,0,102.8779907,0,98.78134115,sustained,-1.046157398,68.784907,-1.061882591,66.90447169,-1.184334376,67.6129156,0,75.19049483,0.985293193,126.4578223,macrophage mannose receptor 1-like,bacteria,signaling,0
CGI_10024725,sustained,0.738691022,137.5713678,1.071996087,159.062058,0.555390558,122.1335829,0,108.0466354,0,105.8630995,challenge specific,0,84.28178545,0,94.69929118,0,99.71768701,0,120.6416277,0.501053973,133.3667682,baculoviral IAP repeat-containing 7 isoform X2,virus,apoptosis,F:zinc ion binding
CGI_10017983,sustained,-1.056380667,193.4379172,-0.580673896,253.0065586,-0.880553238,229.3226575,-1.348783364,76.88439126,-0.954347123,108.624631,recall,-0.979588576,201.0562796,-0.68146199,247.3423011,0,354.0288333,-2.006868457,77.42098001,-1.577512473,107.189382,tyrosinase tyr-3,other,other,F:oxidoreductase activity; F:metal ion binding; P:oxidation-reduction process
CGI_10004834,sustained,0.462063531,155.6535495,0.547509483,151.5548287,0.629221113,178.6482608,0,196.108896,0,195.7276678,recall,0.524373413,159.6355092,0.675961517,175.9470049,0,132.7696475,0.284270203,155.2050633,0.363705647,160.2748454,GL19950 [Drosophila persimilis],other,other,P:embryo development; P:locomotion; P:hemopoiesis; P:imaginal disc-derived wing morphogenesis; P:cellular component morphogenesis; P:positive regulation of cellular process; P:negative regulation of cell differentiation; C:intracellular membrane-bounded organelle; F:calcium ion binding; P:ovarian follicle cell development; P:lymph gland development; P:negative regulation of multicellular organismal process; P:cell fate determination; P:response to stimulus; P:regulation of macromolecule metabolic process; P:hemocyte differentiation; P:anatomical structure formation involved in morphogenesis; C:cytoplasmic part; P:neuron development; P:imaginal disc pattern formation; P:compound eye photoreceptor cell differentiation; P:localization of cell; P:movement of cell or subcellular component; C:integral component of membrane; P:regulation of primary metabolic process; P:regulation of cellular metabolic process; P:regulation of multicellular organismal development
CGI_10022372,sustained,0,40.95093262,0.878702849,62.93577867,1.901595198,144.7710087,0,121.6434583,0,108.1421393,challenge specific,0,26.4119613,0,25.54405616,0,31.06412079,0.709599871,49.92257888,1.67853916,107.3359985,E3 ubiquitin- ligase RNF213,virus,IFN-like pathway and RLR recognition,F:ATPase activity; F:ubiquitin-protein transferase activity; F:zinc ion binding; P:protein ubiquitination
CGI_10000144,sustained,1.180739564,509.7796265,1.919811663,781.1084599,0.767428514,385.8803367,0,480.8353619,0,368.9191269,recall opposite,-0.985765656,104.0899297,-1.146500382,93.22665007,-1.373165582,87.77896044,2.727646437,605.649739,3.823584795,1264.618969,helicase with zinc finger domain 2-like isoform X1 [Crassostrea gigas],virus,IFN-like pathway and RLR recognition,F:ligand-dependent nuclear receptor transcription coactivator activity; P:regulation of nucleic acid-templated transcription
CGI_10022111,sustained,0,217.3044879,0,199.5216635,-0.331745632,170.6558828,0,159.3038454,0,167.0805175,sustained,0,203.7419779,-0.273408468,168.7157233,-0.681373921,137.9071768,0,153.9260118,0.642096629,202.7328987,ribosomal S6 kinase beta-1-like,V/B,other,F:ribosomal protein S6 kinase activity; C:nucleus; F:ATP binding; C:cytoplasm; P:protein phosphorylation; P:intracellular signal transduction
CGI_10023961,sustained,0.368017503,190.8538713,0.721418255,224.7455613,0.264902921,181.365658,0,193.4713005,0,173.6453633,challenge specific,0,135.5905428,0,138.3603941,0,146.1576897,0.372857136,181.7441156,0.895793858,257.4325393,caspase-8 [Myotis brandtii],virus,apoptosis,P:proteolysis; P:apoptotic process; F:cysteine-type endopeptidase activity; P:regulation of apoptotic process
CGI_10001635,sustained,1.078833437,37.85050744,1.962480725,62.269634,2.629116774,105.8201816,0,102.8936999,0,77.99830366,challenge specific,0,16.04297605,0,14.87790477,0,17.53185726,1.318786439,46.99780892,2.230795997,83.09899369,Interferon-induced 44,virus,IFN-like pathway and RLR recognition,F:GTP binding
CGI_10006168,sustained,-0.199326435,105.3415433,-1.103146362,80.22247387,-0.557625058,131.4863056,0,128.315558,0,128.8218433,sustained,-0.848614103,101.9175167,-1.045261188,87.91575748,-0.847652621,110.6019182,0,109.984592,0,126.1348611,sprint-like isoform X1 [Crassostrea gigas],other,other,P:signal transduction
CGI_10024620,sustained,1.099339452,82.94086311,1.704465329,114.6837324,1.731633431,128.8653245,0,100.9289296,-0.549894112,85.19294939,challenge specific,0,42.79577649,0,37.99022624,0,34.51990356,0.540622931,48.59875482,1.538484326,95.46902733,heat shock 70 kDa 12A-like,V/B,other,C:membrane; C:integral component of membrane
CGI_10016103,sustained,0.731743994,74.79748121,0.490376674,58.18495122,1.251334772,109.0456742,0,81.80388644,0,103.428374,sustained,0.527735232,63.82825908,0.613537998,66.88947542,0.776433612,81.08272243,0,82.10522608,0,72.27504982,DNA replication licensing factor MCM7 isoform X2,virus,other,"P:cell proliferation; P:DNA replication initiation; P:regulation of DNA-dependent DNA replication initiation; F:chromatin binding; F:ATP-dependent DNA helicase activity; P:cellular response to DNA damage stimulus; C:chromatin; C:MCM complex; C:nuclear chromosome, telomeric region; P:DNA unwinding involved in DNA replication; P:cell cycle; P:regulation of phosphorylation; C:nucleoplasm; F:single-stranded DNA binding; F:ATP binding; F:protein binding; C:cytoplasm; F:metal ion binding; C:membrane; P:cellular response to xenobiotic stimulus"
CGI_10005872,sustained,1.238651725,12.26075381,2.761580571,29.96319318,4.908208174,138.3544164,0,116.213829,0,126.951842,challenge specific,0,4.019426724,0,4.228231509,0,7.72789794,1.461111836,23.75525362,2.700332065,52.31748461,[Physcomitrella patens],other,other,P:protein deubiquitination; F:ubiquitin-protein transferase activity; P:cellular component organization; P:single-organism cellular process; F:binding; P:regulation of biological process; F:thiol-dependent ubiquitinyl hydrolase activity; P:protein ubiquitination
CGI_10019897,sustained,0.945705945,95.71988203,1.891812755,171.0844576,3.015397602,406.4684092,0,353.9441274,0,338.2737883,sustained,0,47.37043078,0,46.69109161,0.546757649,74.48747753,1.090329875,162.349851,1.89370729,264.7950825,sacsin-like,virus,IFN-like pathway and RLR recognition,0
CGI_10022084,sustained,0,45.76371297,-0.265885951,36.50684824,0.225772499,57.27069806,0,42.06930099,0,51.07883432,challenge specific,0,48.02431458,0,42.32966047,0,49.78641461,0,40.69348189,-0.353073448,36.37562027,Condensin complex subunit 1,other,other,"F:DNA binding; P:meiotic chromosome condensation; P:mitotic chromosome condensation; F:histone binding; C:condensed chromosome, centromeric region; C:cytosol; C:nuclear condensin complex; F:chromatin binding; P:chromosome separation"
CGI_10024363,sustained,0.411662477,138.9753318,0.627547347,148.9986078,0.726123806,177.2036391,0,157.3692852,0,158.8996497,challenge specific,0,115.1875235,0,122.1811753,0,122.2922191,0,120.3480584,0.397583255,151.1970621,Carboxypeptidase Q,bacteria,other,C:extracellular space; F:carboxypeptidase activity; P:peptide catabolic process; F:metallodipeptidase activity; P:proteolysis; C:integral component of membrane
CGI_10000225,sustained,1.501645404,122.9971038,2.433399449,202.1383987,1.814828663,138.7310676,0,141.7355987,0,99.11357364,challenge specific,0,43.32616505,0,37.36062166,0,53.04582461,1.147430039,123.3578836,2.033724682,215.0612622,probable ATP-dependent RNA helicase DDX58,virus,IFN-like pathway and RLR recognition,F:nucleic acid binding; P:biological regulation; F:ATP binding; P:metabolic process; F:helicase activity
CGI_10006757,sustained,0,36.19555185,1.481713938,107.6433101,4.154769114,655.1721703,0,440.8819169,0,443.9193952,challenge specific,0,10.14051398,0,15.3926176,0,34.88982307,0,81.67402343,1.941737702,177.9457734,Interferon-induced 44,virus,IFN-like pathway and RLR recognition,F:GTP binding
CGI_10003300,sustained,1.260840125,578.3857139,1.866183626,805.4325409,1.568197044,712.8936056,0,839.6513718,0,646.1650052,recall opposite,-0.734704668,131.3471488,-0.712951895,132.0613265,-0.457640149,176.1150554,1.547452142,521.9234154,2.559625522,1010.518025,NFX1-type zinc finger-containing 1-like,virus,IFN-like pathway and RLR recognition,"C:nucleus; F:transcription factor activity, sequence-specific DNA binding; F:zinc ion binding; P:regulation of transcription, DNA-templated; F:poly(A) RNA binding"
CGI_10018396,sustained,2.609949671,1047.175118,3.352906494,1570.175572,2.522884671,971.7111667,0,888.3104524,0,778.9723591,recall opposite,0,166.2667379,0,149.7486928,-0.564779655,115.906054,3.12617142,1063.881246,4.278768726,2228.758717,radical S-adenosyl methionine domain-containing 2,virus,IFN-like pathway and RLR recognition,"C:endoplasmic reticulum membrane; C:lipid particle; F:catalytic activity; F:metal ion binding; P:innate immune response; P:metabolic process; C:integral component of membrane; P:defense response to virus; F:4 iron, 4 sulfur cluster binding"
CGI_10023106,sustained,-1.20366492,81.27196075,-1.382722506,66.75009719,-1.135892191,89.37993246,0.923184403,176.1681111,0.480431976,133.5928625,sustained,-1.331999786,71.90504211,-1.594675179,59.3524367,-1.815787877,56.51415551,0.993687615,114.3610526,1.698045965,177.9044674,slit homolog 3 -like [Lingula anatina],V/B,Toll/NF-kB pathway,P:signal transduction; C:integral component of membrane
CGI_10010415,sustained,0,171.8859125,0,169.2624291,0.623457242,275.56476,0,238.223403,0,221.4319324,not regulated,0,177.0430646,0,191.1526892,0,187.3635189,0,157.5760281,0,162.8208738,cysteine mitochondrial,V/B,other,F:cysteine desulfurase activity; F:pyridoxal phosphate binding; F:protein homodimerization activity; P:[2Fe-2S] cluster assembly; C:mitochondrial matrix; F:metal ion binding; P:iron incorporation into metallo-sulfur cluster; C:cytosol; C:nucleolus; F:iron-sulfur cluster binding; P:Mo-molybdopterin cofactor biosynthetic process; C:nucleoplasm
CGI_10013531,sustained,0,107.4991947,0.608725471,132.5755748,0.403931611,126.8993142,0,120.8118107,0,120.3861835,challenge specific,0,87.52258906,0,77.35180356,0,98.96654759,0.412825777,127.5716587,0.61348995,143.3189579,heat shock 70 kDa 12A-like,V/B,other,0
CGI_10027513,sustained,0.863104458,54.83436295,1.382887181,71.46246908,2.24311482,140.6483146,0,118.651179,0,128.0970223,sustained,0,33.49630627,0,35.62738323,0.901328477,56.7775057,0,79.96739289,0.586241706,80.94494576,toll-like receptor 13,V/B,Toll/NF-kB pathway,P:signal transduction; P:innate immune response; C:integral component of membrane; P:negative regulation of G2/M transition of mitotic cell cycle; P:negative regulation of cell migration
